Division,School,Number_of_Students_Missing_10%_or_More_of_the_Days_Enrolled,Number_of_Students_Enrolled_for_Half_the_Year_or_More,Chronic_Absenteeism_Rate,Dropouts,Students_in_the_Cohort,Cohort_Dropout_Rate,Diplomas,GEDs,Certificates_of_Completion,Still_Enrolled,Graduation_Completion_Index,End_of_Year_Average_Daily_Membership,School_Level_Expenditures_Per_Pupil_Federal,School_Level_Expenditures_Per_Pupil_State,School_Level_Expenditures_Per_Pupil_Subtotal,Division_Level_Expenditures_Per_Pupil_Federal,Division_Level_Expenditures_Per_Pupil_State,Division_Level_Expenditures_Per_Pupil_Subtotal,Total_Per_Pupil_Expenditures,Per_Pupil_Exclusions,Total_Expenditures,Per_Pupil_Federal_Funds,Per_Pupil_State_Funds,Poverty_Level,Percent_of_Inexperienced_Teachers,Percent_of_Out_of_Field_Teachers,Percent_of_Out_of_Field_and_Inexperienced_Teachers,NCES_School_ID,State_School_ID,NCES_District_ID,State_District_ID,Low_Grade*,High_Grade*,County_Name*,Street_Address,City,State,ZIP,Final_Location_,Latitude,Longitude,ZIP_4_digit,Phone,Locale_Code*,Locale*,Charter,Magnet*,Title_I_School*,Title_1_School_Wide*,Students*,Teachers*,Student_Teacher_Ratio*,Free_Lunch*,Reduced_Lunch*,Directly_Certified*,Type,Status,county,CENSUSTRACT_FIPS,SDI_score,PovertyLT100_FPL_score,Single_Parent_Fam_score,Education_LT12years_score,HHNo_Vehicle_score,HHRenter_Occupied_score,HHCrowding_score,Nonemployed_score,sdi,pct_Poverty_LT100,pct_Single_Parent_Fam,pct_Education_LT12years,pct_NonEmployed,pctHH_No_Vehicle,pctHH_Renter_Occupied,pctHH_Crowding,CensusTract_population
Middlesex County Public Schools,MIDDLESEX ELEMENTARY,116.0,537.0,21.6,,,,,,,,,589.51,1850.0,7755.0,9605.0,128.0,3919.0,4047.0,13652.0,146367.0,8047972.0,1978.0,11674.0,High Poverty,4.3,2.1,0.0,510249002293,VA-059-0590291,5102490,VA-059,PK,5,Middlesex County,P.O. Box 375,Locust Hill,VA,23092,Middlesex County P.O. Box 375 Locust Hill VA 23092,,,,(804)758-2496,42,Rural: Distant,No,No,Yes,Yes,593,37,16.03,281,45,–,Regular,Open,middlesex county,51119,38.5,37.75,24.75,67.75,53.0,27.5,39.5,45.5,-0.3598369225,0.0673182338,0.0560517728,0.114630176,0.0390095736,0.0444455318,0.150382185,0.01398616578,10700
Middlesex County Public Schools,MIDDLESEX HIGH,105.0,347.0,30.26,1,81,1.23,78,0,0,2,98,324.15,1511.0,12158.0,13670.0,128.0,3919.0,4047.0,17717.0,399227.0,5742861.0,1639.0,16077.0,High Poverty,2.9,17.6,0.0,510249001012,VA-059-0590090,5102490,VA-059,9,12,Middlesex County,PO Box 206,Saluda,VA,23149,Middlesex County PO Box 206 Saluda VA 23149,,,,(804)758-2132,42,Rural: Distant,No,No,No,†,335,28.71,11.67,115,14,–,Regular,Open,middlesex county,51119,38.5,37.75,24.75,67.75,53.0,27.5,39.5,45.5,-0.3598369225,0.0673182338,0.0560517728,0.114630176,0.0390095736,0.0444455318,0.150382185,0.01398616578,10700
Middlesex County Public Schools,ST. CLARE WALKER MIDDLE,72.0,282.0,25.53,,,,,,,,,271.47,1097.0,9184.0,10281.0,128.0,3919.0,4047.0,14328.0,60462.0,3889640.0,1225.0,13103.0,High Poverty,0.0,13.6,0.0,510249002195,VA-059-0590140,5102490,VA-059,6,8,Middlesex County,PO Box 9,Locust Hill,VA,23092,Middlesex County PO Box 9 Locust Hill VA 23092,,,,(804)758-2561,42,Rural: Distant,No,No,No,†,274,19.2,14.27,114,14,–,Regular,Open,middlesex county,51119,38.5,37.75,24.75,67.75,53.0,27.5,39.5,45.5,-0.3598369225,0.0673182338,0.0560517728,0.114630176,0.0390095736,0.0444455318,0.150382185,0.01398616578,10700
Montgomery County Public Schools,AUBURN ELEMENTARY,68.0,533.0,12.76,,,,,,,,,556.72,821.0,7193.0,8014.0,175.0,3854.0,4029.0,12043.0,4257.0,6704522.0,996.0,11047.0,Medium Poverty,3.8,0.0,0.0,510252001859,VA-060-0600902,5102520,VA-060,PK,5,Montgomery County,1760 AUBURN SCHOOL DR.,Riner,VA,24149,Montgomery County 1760 AUBURN SCHOOL DR. Riner VA 24149,,,,(540)381-6521,41,Rural: Fringe,No,No,Yes,Yes,551,38.15,14.44,234,22,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,AUBURN HIGH,71.0,376.0,18.88,6,91,6.59,84,1,0,0,93.1,368.41,155.0,10869.0,11025.0,175.0,3854.0,4029.0,15054.0,0.0,5545959.0,330.0,14723.0,Medium Poverty,2.1,10.4,0.0,510252001013,VA-060-0600650,5102520,VA-060,9,12,Montgomery County,1650 AUBURN SCHOOL DR,Riner,VA,24149,Montgomery County 1650 AUBURN SCHOOL DR Riner VA 24149,,,,(540)382-5160,41,Rural: Fringe,No,No,No,†,373,30.24,12.33,102,30,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,AUBURN MIDDLE,34.0,281.0,12.1,,,,,,,,,285.99,127.0,11190.0,11318.0,175.0,3854.0,4029.0,15347.0,6502.0,4389015.0,302.0,15044.0,Medium Poverty,5.6,5.6,0.0,510252001916,VA-060-0600903,5102520,VA-060,6,8,Montgomery County,4163 Riner Rd,Riner,VA,24149,Montgomery County 4163 Riner Rd Riner VA 24149,,,,(540)382-5165,41,Rural: Fringe,No,No,No,†,288,27.72,10.39,119,27,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,BELVIEW ELEMENTARY,48.0,266.0,18.05,,,,,,,,,268.2,913.0,8948.0,9861.0,175.0,3854.0,4029.0,13890.0,28607.0,3725223.0,1088.0,12802.0,Medium Poverty,6.5,0.0,0.0,510252001014,VA-060-0600700,5102520,VA-060,PK,5,Montgomery County,3187 Peppers Ferry Rd,Radford,VA,24141,Montgomery County 3187 Peppers Ferry Rd Radford VA 24141,,,,(540)633-3200,41,Rural: Fringe,No,No,Yes,Yes,274,20.37,13.45,122,15,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,BLACKSBURG HIGH,254.0,1304.0,19.48,6,354,1.69,343,0,0,5,97.1,1305.1,361.0,7205.0,7566.0,175.0,3854.0,4029.0,11595.0,44588.0,15133251.0,536.0,11059.0,Low Poverty,1.9,3.7,0.9,510252001016,VA-060-0600760,5102520,VA-060,9,12,Montgomery County,3401 Bruin Lane,Blacksburg,VA,24060,Montgomery County 3401 Bruin Lane Blacksburg VA 24060,,,,(540)951-5706,13,City: Small,No,No,No,†,1318,86.3,15.27,196,31,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,BLACKSBURG MIDDLE,163.0,946.0,17.23,,,,,,,,,923.47,191.0,7949.0,8140.0,175.0,3854.0,4029.0,12169.0,10906.0,11237965.0,366.0,11803.0,Low Poverty,2.5,4.9,0.0,510252001017,VA-060-0600710,5102520,VA-060,6,8,Montgomery County,3109 Price's Fork Rd.,Blacksburg,VA,24060,Montgomery County 3109 Price's Fork Rd. Blacksburg VA 24060,,,,(540)951-5800,13,City: Small,No,No,No,†,919,69.08,13.3,205,28,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,CHRISTIANSBURG ELEMENTARY,48.0,406.0,11.82,,,,,,,,,392.82,528.0,8347.0,8874.0,175.0,3854.0,4029.0,12903.0,1829.0,5068668.0,703.0,12201.0,Medium Poverty,2.6,0.0,0.0,510252002126,VA-060-0600740,5102520,VA-060,3,5,Montgomery County,160 Wades Lane,Christiansburg,VA,24073,Montgomery County 160 Wades Lane Christiansburg VA 24073,,,,(540)382-5172,13,City: Small,No,No,Yes,Yes,389,29.83,13.04,146,33,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,CHRISTIANSBURG HIGH,301.0,1081.0,27.84,9,275,3.27,268,1,0,2,94.1,1072.83,547.0,7648.0,8195.0,175.0,3854.0,4029.0,12224.0,34932.0,13114677.0,722.0,11502.0,Medium Poverty,7.1,4.0,1.0,510252001019,VA-060-0600770,5102520,VA-060,9,12,Montgomery County,100 Independence Blvd,Christiansburg,VA,24073,Montgomery County 100 Independence Blvd Christiansburg VA 24073,,,,(540)382-5178,13,City: Small,No,No,No,†,1092,78.93,13.84,297,53,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,CHRISTIANSBURG MIDDLE,197.0,733.0,26.88,,,,,,,,,777.83,173.0,8849.0,9022.0,175.0,3854.0,4029.0,13051.0,8738.0,10151462.0,348.0,12703.0,Medium Poverty,7.9,6.6,2.6,510252001020,VA-060-0600671,5102520,VA-060,6,8,Montgomery County,1205 Buffalo Drive NW,Christiansburg,VA,24073,Montgomery County 1205 Buffalo Drive NW Christiansburg VA 24073,,,,(540)394-2180,13,City: Small,No,No,No,†,791,62.92,12.57,295,64,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,CHRISTIANSBURG PRIMARY,67.0,392.0,17.09,,,,,,,,,436.77,367.0,8633.0,9001.0,175.0,3854.0,4029.0,13030.0,1991.0,5691130.0,542.0,12487.0,Medium Poverty,10.0,2.5,0.0,510252001021,VA-060-0600780,5102520,VA-060,PK,2,Montgomery County,240 Betty Drive,Christiansburg,VA,24073,Montgomery County 240 Betty Drive Christiansburg VA 24073,,,,(540)382-5175,13,City: Small,No,No,Yes,Yes,437,29.53,14.8,132,36,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,EASTERN MONTGOMERY ELEMENTARY,65.0,333.0,19.52,,,,,,,,,394.37,1140.0,10226.0,11366.0,175.0,3854.0,4029.0,15395.0,4013.0,6071210.0,1315.0,14080.0,Medium Poverty,8.5,0.0,0.0,510252002818,VA-060-0600030,5102520,VA-060,PK,5,Montgomery County,4580 Eastern Montgomery Ln.,Elliston,VA,24087,Montgomery County 4580 Eastern Montgomery Ln. Elliston VA 24087,,,,(540)268-1147,41,Rural: Fringe,No,No,Yes,Yes,398,31.14,12.78,270,43,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,EASTERN MONTGOMERY HIGH,79.0,268.0,29.48,4,71,5.63,65,1,0,1,93.6,281.51,396.0,11207.0,11603.0,175.0,3854.0,4029.0,15632.0,0.0,4400616.0,571.0,15061.0,Medium Poverty,7.3,2.4,0.0,510252002541,VA-060-0600904,5102520,VA-060,9,12,Montgomery County,4695 Crozier Rd,Elliston,VA,24087,Montgomery County 4695 Crozier Rd Elliston VA 24087,,,,(540)268-3010,41,Rural: Fringe,No,No,No,†,292,25.43,11.48,134,17,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,FALLING BRANCH ELEMENTARY,64.0,536.0,11.94,,,,,,,,,561.4,605.0,8469.0,9074.0,175.0,3854.0,4029.0,13104.0,7131.0,7356339.0,780.0,12323.0,Medium Poverty,5.1,3.4,1.7,510252000178,VA-060-0600600,5102520,VA-060,PK,5,Montgomery County,735 Falling Branch Rd,Christiansburg,VA,24073,Montgomery County 735 Falling Branch Rd Christiansburg VA 24073,,,,(540)381-6145,13,City: Small,No,No,Yes,Yes,560,40.1,13.97,231,38,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,GILBERT LINKOUS ELEMENTARY,42.0,337.0,12.46,,,,,,,,,321.2,437.0,8417.0,8854.0,175.0,3854.0,4029.0,12883.0,90796.0,4138082.0,612.0,12271.0,Low Poverty,10.0,0.0,0.0,510252001023,VA-060-0600750,5102520,VA-060,PK,5,Montgomery County,813 Toms Creek Rd,Blacksburg,VA,24060,Montgomery County 813 Toms Creek Rd Blacksburg VA 24060,,,,(540)951-5726,13,City: Small,No,No,No,†,318,23.3,13.65,96,13,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,HARDING AVENUE ELEMENTARY,30.0,301.0,9.97,,,,,,,,,276.98,499.0,9373.0,9872.0,175.0,3854.0,4029.0,13901.0,76971.0,3850208.0,674.0,13227.0,Low Poverty,3.6,0.0,0.0,510252001024,VA-060-0600010,5102520,VA-060,KG,5,Montgomery County,429 Harding Avenue,Blacksburg,VA,24060,Montgomery County 429 Harding Avenue Blacksburg VA 24060,,,,(540)951-5732,13,City: Small,No,No,No,†,272,21,12.95,59,6,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,KIPPS ELEMENTARY,34.0,371.0,9.16,,,,,,,,,371.52,189.0,8380.0,8568.0,175.0,3854.0,4029.0,12598.0,0.0,4680262.0,364.0,12234.0,Low Poverty,2.9,0.0,0.0,510252000916,VA-060-0600901,5102520,VA-060,KG,5,Montgomery County,2801 Prices Fork Rd,Blacksburg,VA,24060,Montgomery County 2801 Prices Fork Rd Blacksburg VA 24060,,,,(540)951-5760,13,City: Small,No,No,No,†,373,28.25,13.2,63,11,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,MARGARET BEEKS ELEMENTARY,57.0,327.0,17.43,,,,,,,,,366.34,88.0,9218.0,9306.0,175.0,3854.0,4029.0,13335.0,48076.0,4885068.0,263.0,13072.0,Low Poverty,11.4,0.0,0.0,510252001025,VA-060-0600730,5102520,VA-060,PK,5,Montgomery County,709 Airport Rd,Blacksburg,VA,24060,Montgomery County 709 Airport Rd Blacksburg VA 24060,,,,(540)951-5700,13,City: Small,No,No,No,†,369,28.5,12.95,114,24,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,PRICES FORK ELEMENTARY,57.0,379.0,15.04,,,,,,,,,455.8,714.0,11689.0,12402.0,175.0,3854.0,4029.0,16432.0,69303.0,7489482.0,889.0,15543.0,Medium Poverty,0.0,0.0,0.0,510252001026,VA-060-0600210,5102520,VA-060,PK,5,Montgomery County,4021 Prices Fork Rd,Blacksburg,VA,24060,Montgomery County 4021 Prices Fork Rd Blacksburg VA 24060,,,,(540)951-5736,23,Suburb: Small,No,No,Yes,Yes,456,30.09,15.15,229,28,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,SHAWSVILLE MIDDLE,53.0,200.0,26.5,,,,,,,,,210.06,517.0,5625.0,6142.0,175.0,3854.0,4029.0,10171.0,0.0,2136457.0,692.0,9479.0,Medium Poverty,9.1,9.1,0.0,510252001029,VA-060-0600290,5102520,VA-060,6,8,Montgomery County,4179 Old Town Rd,Shawsville,VA,24162,Montgomery County 4179 Old Town Rd Shawsville VA 24162,,,7.0,(540)268-2262,41,Rural: Fringe,No,No,No,†,210,22.67,9.26,113,16,–,Regular,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,MONTGOMERY CENTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,510252002155,VA-060-0600690,5102520,VA-060,†,†,Montgomery County,208 College St.,Christiansburg,VA,24073,Montgomery County 208 College St. Christiansburg VA 24073,,,,(540)381-6100,13,City: Small,No,No,No,†,†,–,†,†,†,†,Other/Alternative,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Montgomery County Public Schools,MONTGOMERY COUNTY GOVERNOR'S STEM ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,510252002994,VA-060-0600810,5102520,VA-060,†,†,Montgomery County,750 Imperial Street SE,Christiansburg,VA,24073,Montgomery County 750 Imperial Street SE Christiansburg VA 24073,,,,(540)382-5100,13,City: Small,No,No,No,†,†,2.53,†,†,†,†,Vocational,Open,montgomery county,51121,49.8125,61.25,42.75,33.1875,45.5625,60.6875,34.625,42.75,-0.04802387873,0.2196539693,0.1074056864,0.06934684406,0.05227445176,0.05399199862,0.4275457044,0.01506688244,97997
Nelson County Public Schools,NELSON COUNTY HIGH,139.0,501.0,27.74,5,121,4.13,109,4,0,3,94.3,524.64,848.0,11927.0,12775.0,325.0,3992.0,4318.0,17093.0,1740838.0,8967674.0,1173.0,15919.0,Medium Poverty,5.5,7.3,3.6,510258001032,VA-062-0620710,5102580,VA-062,9,12,Nelson County,6919 Thomas Nelson Hwy,Lovingston,VA,22949,Nelson County 6919 Thomas Nelson Hwy Lovingston VA 22949,,,,(434)263-8317,42,Rural: Distant,No,No,No,†,545,48.23,11.3,230,36,–,Regular,Open,nelson county,51125,51.33333333,50.33333333,48.66666667,63.66666667,63.66666667,41.66666667,37.0,34.33333333,-0.01108386,0.1251062203,0.1158786733,0.148951772,0.04229633833,0.06891454633,0.2625398933,0.015684925,14812
Nelson County Public Schools,NELSON MIDDLE,90.0,343.0,26.24,,,,,,,,,354.99,630.0,11149.0,11779.0,325.0,3992.0,4318.0,16096.0,210090.0,5714035.0,955.0,15141.0,Medium Poverty,2.6,7.9,0.0,510258001033,VA-062-0620730,5102580,VA-062,6,8,Nelson County,6925 Thomas Nelson Highway,Lovingston,VA,22949,Nelson County 6925 Thomas Nelson Highway Lovingston VA 22949,,,,(434)263-4801,42,Rural: Distant,No,No,No,†,359,34.12,10.52,182,29,–,Regular,Open,nelson county,51125,51.33333333,50.33333333,48.66666667,63.66666667,63.66666667,41.66666667,37.0,34.33333333,-0.01108386,0.1251062203,0.1158786733,0.148951772,0.04229633833,0.06891454633,0.2625398933,0.015684925,14812
Nelson County Public Schools,ROCKFISH RIVER ELEMENTARY,46.0,251.0,18.33,,,,,,,,,278.13,1297.0,11918.0,13215.0,325.0,3992.0,4318.0,17533.0,332559.0,4876338.0,1622.0,15910.0,Medium Poverty,3.4,0.0,0.0,510258001917,VA-062-0620010,5102580,VA-062,PK,5,Nelson County,200 Chapel Hollow Rd,Afton,VA,22920,Nelson County 200 Chapel Hollow Rd Afton VA 22920,,,,(434)361-1791,42,Rural: Distant,No,No,Yes,Yes,286,23.74,12.05,153,20,–,Regular,Open,nelson county,51125,51.33333333,50.33333333,48.66666667,63.66666667,63.66666667,41.66666667,37.0,34.33333333,-0.01108386,0.1251062203,0.1158786733,0.148951772,0.04229633833,0.06891454633,0.2625398933,0.015684925,14812
Nelson County Public Schools,TYE RIVER ELEMENTARY,85.0,335.0,25.37,,,,,,,,,344.39,1755.0,11583.0,13338.0,325.0,3992.0,4318.0,17656.0,329226.0,6080537.0,2080.0,15575.0,Medium Poverty,2.9,2.9,0.0,510258001160,VA-062-0620020,5102580,VA-062,PK,5,Nelson County,5198 Thomas Nelson Hwy,Arrington,VA,22922,Nelson County 5198 Thomas Nelson Hwy Arrington VA 22922,,,,(434)263-8960,42,Rural: Distant,No,No,Yes,Yes,348,28.95,12.02,202,33,–,Regular,Open,nelson county,51125,51.33333333,50.33333333,48.66666667,63.66666667,63.66666667,41.66666667,37.0,34.33333333,-0.01108386,0.1251062203,0.1158786733,0.148951772,0.04229633833,0.06891454633,0.2625398933,0.015684925,14812
New Kent County Public Schools,GEORGE W. WATKINS ELEMENTARY,35.0,442.0,7.92,,,,,,,,,737.99,54.0,6718.0,6772.0,110.0,3631.0,3741.0,10513.0,8633.0,7758614.0,164.0,10349.0,Low Poverty,0.0,2.9,0.0,510261001038,VA-063-0630180,5102610,VA-063,PK,5,New Kent County,6501 New Kent Hwy,Quinton,VA,23141,New Kent County 6501 New Kent Hwy Quinton VA 23141,,,,(804)966-9660,42,Rural: Distant,No,No,Yes,Yes,723,44,16.43,163,28,–,Regular,Open,new kent county,51127,16.33333333,16.33333333,20.66666667,37.33333333,25.66666667,18.0,34.0,41.33333333,-1.067602387,0.04422177433,0.061801939,0.07206267233,0.04516008633,0.02266679167,0.1476555567,0.01329739467,21103
New Kent County Public Schools,QUINTON ELEMENTARY,56.0,467.0,11.99,,,,,,,,,,,,,,,,,,,,,Low Poverty,2.9,2.9,0.0,510261003094,VA-063-0630300,5102610,VA-063,PK,5,New Kent County,8325 S. Quaker Rd,Quinton,VA,23141,New Kent County 8325 S. Quaker Rd Quinton VA 23141,,,,(804)966-8586,41,Rural: Fringe,No,†,†,†,†,†,†,†,†,†,Regular,New,new kent county,51127,16.33333333,16.33333333,20.66666667,37.33333333,25.66666667,18.0,34.0,41.33333333,-1.067602387,0.04422177433,0.061801939,0.07206267233,0.04516008633,0.02266679167,0.1476555567,0.01329739467,21103
New Kent County Public Schools,NEW KENT ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,510261001039,VA-063-0630010,5102610,VA-063,PK,5,New Kent County,11705 New Kent Hwy,New Kent,VA,23124,New Kent County 11705 New Kent Hwy New Kent VA 23124,,,,(804)966-9663,42,Rural: Distant,No,No,Yes,Yes,701,46,15.24,188,34,–,Regular,Open,new kent county,51127,16.33333333,16.33333333,20.66666667,37.33333333,25.66666667,18.0,34.0,41.33333333,-1.067602387,0.04422177433,0.061801939,0.07206267233,0.04516008633,0.02266679167,0.1476555567,0.01329739467,21103
New Kent County Public Schools,NEW KENT HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,510261002156,VA-063-0630020,5102610,VA-063,9,12,New Kent County,7365 Egypt Rd,New Kent,VA,23124,New Kent County 7365 Egypt Rd New Kent VA 23124,,,,(804)966-9671,42,Rural: Distant,No,No,No,†,1083,61,17.75,161,33,–,Regular,Open,new kent county,51127,16.33333333,16.33333333,20.66666667,37.33333333,25.66666667,18.0,34.0,41.33333333,-1.067602387,0.04422177433,0.061801939,0.07206267233,0.04516008633,0.02266679167,0.1476555567,0.01329739467,21103
New Kent County Public Schools,NEW KENT MIDDLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,510261001037,VA-063-0630100,5102610,VA-063,6,8,New Kent County,7501 Egypt Road,New Kent,VA,23124,New Kent County 7501 Egypt Road New Kent VA 23124,,,,(804)966-9655,42,Rural: Distant,No,No,No,†,765,53.2,14.38,170,38,–,Regular,Open,new kent county,51127,16.33333333,16.33333333,20.66666667,37.33333333,25.66666667,18.0,34.0,41.33333333,-1.067602387,0.04422177433,0.061801939,0.07206267233,0.04516008633,0.02266679167,0.1476555567,0.01329739467,21103
Newport News City Public Schools,ACHIEVABLE DREAM ACADEMY,122.0,577.0,21.14,,,,,,,,,612.65,716.0,7979.0,8695.0,1313.0,3686.0,4999.0,13694.0,258540.0,8389735.0,2029.0,11665.0,High Poverty,2.6,12.8,2.6,510264002343,VA-117-1171404,5102640,VA-117,PK,5,Newport News city,726 16th St.,Newport News,VA,23607,Newport News city 726 16th St. Newport News VA 23607,,,,(757)928-6827,12,City: Midsize,No,Yes,Yes,Yes,602,36,16.72,502,0,–,Regular,Open,newport news city,51700,63.70454545,59.31818182,69.65909091,47.95454545,64.84090909,71.47727273,51.13636364,59.18181818,0.435842878,0.1695101715,0.2273963009,0.1058517524,0.07377555321,0.1159060621,0.5262848245,0.0296163058,180145
Newport News City Public Schools,CARVER ELEMENTARY,103.0,585.0,17.61,,,,,,,,,598.36,1336.0,8723.0,10059.0,1313.0,3686.0,4999.0,15058.0,272019.0,9010208.0,2649.0,12409.0,High Poverty,2.2,8.9,2.2,510264001043,VA-117-1171170,5102640,VA-117,PK,5,Newport News city,6160 Jefferson Ave,Newport News,VA,23605,Newport News city 6160 Jefferson Ave Newport News VA 23605,,,,(757)591-4950,12,City: Midsize,No,No,Yes,Yes,592,38.5,15.38,538,0,–,Regular,Open,newport news city,51700,63.70454545,59.31818182,69.65909091,47.95454545,64.84090909,71.47727273,51.13636364,59.18181818,0.435842878,0.1695101715,0.2273963009,0.1058517524,0.07377555321,0.1159060621,0.5262848245,0.0296163058,180145
Newport News City Public Schools,CRITTENDEN MIDDLE,107.0,733.0,14.6,,,,,,,,,890.98,371.0,9070.0,9441.0,1313.0,3686.0,4999.0,14440.0,256898.0,12865856.0,1684.0,12756.0,High Poverty,8.8,20.6,7.4,510264001237,VA-117-1171393,5102640,VA-117,6,8,Newport News city,6158 Jefferson Ave,Newport News,VA,23605,Newport News city 6158 Jefferson Ave Newport News VA 23605,,,,(757)591-4900,12,City: Midsize,No,Yes,No,†,904,69.77,12.96,828,0,–,Regular,Open,newport news city,51700,63.70454545,59.31818182,69.65909091,47.95454545,64.84090909,71.47727273,51.13636364,59.18181818,0.435842878,0.1695101715,0.2273963009,0.1058517524,0.07377555321,0.1159060621,0.5262848245,0.0296163058,180145
